Date,Return
2000-02-01,0.10482037772726316
2000-03-01,0.18484150197998872
2000-04-01,-0.0865163769272943
2000-05-01,-0.32292205691486386
2000-06-01,0.24702395048714498
2000-07-01,-0.029833152390076556
2000-08-01,0.1992627556705049
2000-09-01,-0.5774365797559381
2000-10-01,-0.24029134445211564
2000-11-01,-0.15654778459371732
2000-12-01,-0.09848558464368151
2001-01-01,0.45378226611598205
2001-02-01,-0.1560696114169301
2001-03-01,0.20931435881991223
2001-04-01,0.154963007322642
2001-05-01,-0.21734055714772793
2001-06-01,0.16541443799877675
2001-07-01,-0.19182863477237433
2001-08-01,-0.012772852881186236
2001-09-01,-0.1638827733160606
2001-10-01,0.13217259667313574
2001-11-01,0.21298547408189905
2001-12-01,0.028168138029928125
2002-01-01,0.12876980477381061
2002-02-01,-0.12216899881746135
2002-03-01,0.0907842258465712
2002-04-01,0.025347717164966754
2002-05-01,-0.03996866995928261
2002-06-01,-0.23948304059935832
2002-07-01,-0.13882707026891095
2002-08-01,-0.03342026523049568
2002-09-01,-0.01694800275261532
2002-10-01,0.10827307671095854
2002-11-01,-0.03546809975421228
2002-12-01,-0.07548455150181754
2003-01-01,0.0020947763441030443
2003-02-01,0.04526458488572005
2003-03-01,-0.05796254987508709
2003-04-01,0.005659161236785337
2003-05-01,0.2623057653962355
2003-06-01,0.0618370084266473
2003-07-01,0.10598307404393448
2003-08-01,0.07257925780348007
2003-09-01,-0.08359183927719571
2003-10-01,0.10473026069012281
2003-11-01,-0.08650058730959365
2003-12-01,0.02199884296729704
2004-01-01,0.055685355391786207
2004-02-01,0.06028446809157906
2004-03-01,0.13043380634022705
2004-04-01,-0.046597743379075296
2004-05-01,0.08844011786881767
2004-06-01,0.1596583662226807
2004-07-01,-0.006145480116933055
2004-08-01,0.06648105850046515
2004-09-01,0.1235131055044354
2004-10-01,0.3522583029808337
2004-11-01,0.27958022338197486
2004-12-01,-0.039522289081919015
2005-01-01,0.19409907056401376
2005-02-01,0.16671034966228881
2005-03-01,-0.07111030779387606
2005-04-01,-0.13462898282225155
2005-05-01,0.10260639059041288
2005-06-01,-0.07419505160857598
2005-07-01,0.15865257201703908
2005-08-01,0.09941373068701198
2005-09-01,0.1433144160610882
2005-10-01,0.07424004414771534
2005-11-01,0.17763446684071238
2005-12-01,0.06001215974364582
2006-01-01,0.050354621547008316
2006-02-01,-0.09296832198394
2006-03-01,-0.08424519352813087
2006-04-01,0.1222891621673825
2006-05-01,-0.1508734439203142
2006-06-01,-0.0418272086633702
2006-07-01,0.18665939083808314
2006-08-01,-0.0016182324840764428
2006-09-01,0.134561724615482
2006-10-01,0.05326023858469986
2006-11-01,0.1304884645626483
2006-12-01,-0.0744052902634933
2007-01-01,0.010490443792920301
2007-02-01,-0.013064098293387172
2007-03-01,0.09809674871662333
2007-04-01,0.07415790595157667
2007-05-01,0.21432838714991065
2007-06-01,0.007013395423082658
2007-07-01,0.07964664835785662
2007-08-01,0.0510016937818516
2007-09-01,0.10824641031342863
2007-10-01,0.2377013371266652
2007-11-01,-0.04069485265564354
2007-12-01,0.08703778132591045
2008-01-01,-0.31664000642738066
2008-02-01,-0.07638839819972953
2008-03-01,0.1478158846856259
2008-04-01,0.21219515576229853
2008-05-01,0.08508190528677995
2008-06-01,-0.11290050873160429
2008-07-01,-0.05070444837124688
2008-08-01,0.066561466472419
2008-09-01,-0.32955823719934196
2008-10-01,-0.053404620983847684
2008-11-01,-0.1386749049497148
2008-12-01,-0.07899002971268576
2009-01-01,0.0560051164104578
2009-02-01,-0.009098264005743428
2009-03-01,0.17702420005809016
2009-04-01,0.1970126976699227
2009-05-01,0.07931335359527658
2009-06-01,0.04874435925468923
2009-07-01,0.14716036625787488
2009-08-01,0.02949994326447003
2009-09-01,0.10189644864916647
2009-10-01,0.016994745782867193
2009-11-01,0.060530597048317425
2009-12-01,0.05412442431347686
2010-01-01,-0.0885971206885432
2010-02-01,0.06539670697197919
2010-03-01,0.1484701974419229
2010-04-01,0.11102121660160691
2010-05-01,-0.016124605307035966
2010-06-01,-0.020827038766067618
2010-07-01,0.02274098497069099
2010-08-01,-0.055004963249190464
2010-09-01,0.16721552424316077
2010-10-01,0.060722609166866004
2010-11-01,0.033789390632169125
2010-12-01,0.03667020770029095
2011-01-01,0.05195943537758896
2011-02-01,0.0409343543706302
2011-03-01,-0.013306004214891254
2011-04-01,0.004648272183793933
2011-05-01,-0.006569031004520998
2011-06-01,-0.03495952799220081
2011-07-01,0.16328483139877448
2011-08-01,-0.014469011487177164
2011-09-01,-0.00912083573116651
2011-10-01,0.06152314177204632
2011-11-01,-0.055783577659205386
2011-12-01,0.05965458781064159
2012-01-01,0.12711137195550593
2012-02-01,0.18831015162969167
2012-03-01,0.10528379344000771
2012-04-01,-0.025969588716988068
2012-05-01,-0.010701901179478668
2012-06-01,0.010852268683009259
2012-07-01,0.04582177101475238
2012-08-01,0.0892006066761053
2012-09-01,0.007101725500358258
2012-10-01,-0.10760032130333474
2012-11-01,-0.016864561795025268
2012-12-01,-0.08659038519956874
2013-01-01,-0.14408912113829497
2013-02-01,-0.030933664498876134
2013-03-01,0.008699348265397866
2013-04-01,0.00027081427731179275
2013-05-01,0.01569645844335299
2013-06-01,-0.1124571160280865
2013-07-01,0.1412252796334792
2013-08-01,0.07665771843596958
2013-09-01,-0.015028188565688994
2013-10-01,0.09638155882799437
2013-11-01,0.06384161378531239
2013-12-01,0.01479207955404882
2014-01-01,-0.10769673074574837
2014-02-01,0.051218442054772106
2014-03-01,0.02605850010111399
2014-04-01,0.09939621936910759
2014-05-01,0.07271759412291923
2014-06-01,0.03340201793145514
2014-07-01,0.02873071793871218
2014-08-01,0.07217627793245418
2014-09-01,-0.012184179621100744
2014-10-01,0.07196038851233899
2014-11-01,0.10120373284514517
2014-12-01,-0.06786662807474808
2015-01-01,0.0614242007317336
2015-02-01,0.09644949102560063
2015-03-01,-0.02754906201902596
2015-04-01,0.0057865559155436674
2015-05-01,0.04099074035615402
2015-06-01,-0.033205947946382874
2015-07-01,-0.03292651259059465
2015-08-01,-0.07040421075285053
2015-09-01,-0.017388332119612993
2015-10-01,0.0834086877522322
2015-11-01,-0.010041973796708903
2015-12-01,-0.1064193678168811
2016-01-01,-0.07524247614253243
2016-02-01,-0.006677617268884495
2016-03-01,0.13332747180995486
2016-04-01,-0.1399211471982328
2016-05-01,0.06528688328339216
2016-06-01,-0.03683128153337878
2016-07-01,0.09006283213123756
2016-08-01,0.01813663285120337
2016-09-01,0.07127654698104302
2016-10-01,0.004334258664503432
2016-11-01,-0.026598735904128423
2016-12-01,0.05333553501904409
2017-01-01,0.04774653859497269
2017-02-01,0.1288833126716602
2017-03-01,0.05323646438203711
2017-04-01,-6.946459332268784e-05
2017-05-01,0.06341811587912449
2017-06-01,-0.053322323922857295
2017-07-01,0.03270330194753468
2017-08-01,0.10266883526973869
2017-09-01,-0.056552665402731184
2017-10-01,0.09680719810774585
2017-11-01,0.016623493433896686
2017-12-01,-0.011705867768311617
2018-01-01,-0.010636289032370572
2018-02-01,0.06384758462957363
2018-03-01,-0.05421046561439369
2018-04-01,-0.015019537535052585
2018-05-01,0.13076337243697678
2018-06-01,-0.005598121359972064
2018-07-01,0.027983117643460842
2018-08-01,0.196226735223054
2018-09-01,-0.004824845831331248
2018-10-01,-0.03047760619381701
2018-11-01,-0.18404449541963463
2018-12-01,-0.11361640968762388
2019-01-01,0.05515392194759938
2019-02-01,0.04031483740314057
2019-03-01,0.10173053047689384
2019-04-01,0.05643587382897497
2019-05-01,-0.12757255602295925
2019-06-01,0.13487290697135834
2019-07-01,0.07639429200860115
2019-08-01,-0.020183949377274968
2019-09-01,0.07703835125193592
2019-10-01,0.11068451731949924
2019-11-01,0.07432816955015209
2019-12-01,0.10208331700043982
2020-01-01,0.054010070282449085
2020-02-01,-0.11679790066506146
2020-03-01,-0.06755360331618254
2020-04-01,0.15537388631773852
2020-05-01,0.08216470233198869
2020-06-01,0.15049201606668205
2020-07-01,0.16513170206874062
2020-08-01,0.21437968851105804
2020-09-01,-0.1009081803339078
2020-10-01,-0.06001189640276994
2020-11-01,0.09360657928180549
2020-12-01,0.11649652061905003
2021-01-01,-0.005501465555802665
2021-02-01,-0.08108517819142669
2021-03-01,0.008844768449205898
2021-04-01,0.07621772153229966
2021-05-01,-0.05210708678307652
2021-06-01,0.10097619742830011
2021-07-01,0.06498250021410823
2021-08-01,0.040929335671376466
2021-09-01,-0.06664013882104702
2021-10-01,0.05865738272413723
2021-11-01,0.103471084408564
2021-12-01,0.07579657121501082
2022-01-01,-0.015712186037509457
2022-02-01,-0.055269350303719156
2022-03-01,0.05882035188028101
2022-04-01,-0.09713065786840203
2022-05-01,-0.05588316298668916
2022-06-01,-0.08008003190059332
2022-07-01,0.18863347175321143
2022-08-01,-0.03255174068920219
2022-09-01,-0.11975585629079644
2022-10-01,0.10955095003396864
2022-11-01,-0.03462868253952178
2022-12-01,-0.12081664719965646
2023-01-01,0.1105212901432131
2023-02-01,0.02162310438561832
2023-03-01,0.1203565810856917
2023-04-01,0.028987113990710744
2023-05-01,0.044613764657412514
2023-06-01,0.09584349857537422
2023-07-01,0.01278548885666897
2023-08-01,-0.04367541114436768
2023-09-01,-0.08744742438850106
2023-10-01,-0.0025700503965395693
2023-11-01,0.1123148279311923
2023-12-01,0.014917881554352919
2024-01-01,-0.04222722189995498
2024-02-01,-0.019793929829190815
2024-03-01,-0.050075747372511636
2024-04-01,-0.006706170080541418
2024-05-01,0.1286912381891494
2024-06-01,0.0970385560529976
2024-07-01,0.05441074807897661
2024-08-01,0.031159972954886372
2024-09-01,0.01864500968402738
2024-10-01,-0.030429256341166777
2024-11-01,0.05055125169144015
2024-12-01,0.05631608948291755
2025-01-01,-0.057583336136236785
2025-02-01,0.024745838849625335
2025-03-01,-0.08049023552892487
2025-04-01,-0.04335299158154138
2025-05-01,-0.05482351140746289
2025-06-01,0.022848076414493823
2025-07-01,0.011697600369050098
2025-08-01,0.1183697552218741
2025-09-01,0.09812603000704412
2025-10-01,0.061815166304167724
2025-11-01,0.031364424385052825
2025-12-01,-0.024122217892287856
2026-01-01,-0.045538079860853675
2026-02-01,0.02060875191237077
