Date,Open,High,Low,Close,Volume
2000-01-01,0.7855925522521899,0.9101258316345197,0.6479495591340372,0.7771651148796082,12555177600
2000-02-01,0.779037843537677,0.8984224618484522,0.7266025790657125,0.8586278557777405,7319782400
2000-03-01,0.8881223138749238,1.1264216447709559,0.8539454072357714,1.0173379182815552,8698356800
2000-04-01,1.0149965951015443,1.0449601909715065,0.7855927492058535,0.9293215274810791,8662404800
2000-05-01,0.9354072243377232,0.9457071930975189,0.6123691822092306,0.629223108291626,9807750400
2000-06-01,0.6123691678035351,0.8633092229319639,0.6020691992860413,0.784656286239624,8105204800
2000-07-01,0.7809111877257839,0.9082533729347861,0.7022582997580114,0.7612475156784058,5746770400
2000-08-01,0.7537573617445222,0.9213623326543894,0.6629319601454293,0.9129357933998108,5636086400
2000-09-01,0.918553232549811,0.9606885175064656,0.3801555800373607,0.38577327132225037,14516930400
2000-10-01,0.39981919599656757,0.40075548614441464,0.26217624324215955,0.293075293302536,21905788800
2000-11-01,0.29120286571406867,0.3445744324984787,0.24157643648192792,0.24719500541687012,8488373600
2000-12-01,0.25468518371124393,0.2621763068086961,0.20412334070243368,0.22284986078739166,8858970400
2001-01-01,0.22284981167730009,0.33708398807073126,0.21629583050378076,0.32397517561912537,13709460800
2001-02-01,0.309930061325307,0.32865658907963824,0.2696673603215575,0.2734124958515167,7023766400
2001-03-01,0.2668577245003238,0.35581055769892667,0.257494871079982,0.33064165711402893,10799062400
2001-04-01,0.33094115576229904,0.4062986168080291,0.2809028147063193,0.38187888264656067,11158991200
2001-05-01,0.38068017986657376,0.40000654501647054,0.2891432592193781,0.2988811135292053,7468434400
2001-06-01,0.30157744926240887,0.3760355335891021,0.2898923579186339,0.3483203649520874,7638265600
2001-07-01,0.35416268644536014,0.37783319119616604,0.26741969168781987,0.28150254487991333,8655102400
2001-08-01,0.28479820493092395,0.298131850809977,0.2588800806485793,0.27790695428848267,5129359200
2001-09-01,0.277157569187599,0.2858467365069696,0.21992848954908312,0.2323627918958664,5531523200
2001-10-01,0.23206332079294076,0.290940963251528,0.22217527947844956,0.2630747854709625,7544247200
2001-11-01,0.26442388077371703,0.3228510298274359,0.258431167386404,0.3191058933734894,5369744800
2001-12-01,0.3155100631249341,0.360005365332504,0.3009783493245691,0.3280945122241974,4629839200
2002-01-01,0.33034221705044514,0.37049252194092047,0.3033753641105168,0.3703431785106659,8515376800
2002-02-01,0.3646500356168917,0.389219946775525,0.3137131412314279,0.3250987231731415,7837424000
2002-03-01,0.3285442459339484,0.379032294024707,0.3268965428402206,0.3546125590801239,5318583200
2002-04-01,0.3502675108733869,0.392065558354178,0.34457430974868863,0.3636011779308319,6422836000
2002-05-01,0.36390056911921964,0.3892196537988553,0.33169023805951914,0.3490685224533081,5976157600
2002-06-01,0.3504176555920168,0.35131616611963323,0.23940424960605133,0.26547253131866455,8708016800
2002-07-01,0.2653224322801979,0.28150270188203763,0.20674511123659392,0.22861775755882263,8118415200
2002-08-01,0.2263701306688848,0.24344978426870725,0.2092913521768442,0.2209772914648056,5151686400
2002-09-01,0.2170819742136928,0.22756904144812856,0.21049023696850838,0.21723216772079468,5291837600
2002-10-01,0.21858040146610364,0.2462955969833477,0.20015256466378045,0.24075256288051605,6611432800
2002-11-01,0.2388052638747835,0.2603783960582913,0.22487259777485583,0.23221352696418762,4531721600
2002-12-01,0.23820618468620994,0.2412021280026751,0.20644469247931047,0.21468499302864075,4530439200
2003-01-01,0.21513471007347107,0.23041561629442248,0.2031492845566877,0.21513471007347107,6045832800
2003-02-01,0.21588318234968598,0.22921685534153738,0.2067451779266953,0.22487269341945648,4114303200
