Date,Open,High,Low,Close,Volume
2000-01-01,35.767983681397425,36.14889937555501,28.911501186560855,29.825698852539062,1274875200
2000-02-01,30.016139434601044,33.52056180513822,26.854540991616418,27.235456466674805,1334487600
2000-03-01,27.311649102603685,35.04423594755285,27.10214551813462,32.37782669067383,2028187600
2000-04-01,28.77817389614693,29.40668464305153,19.807611417599478,21.255090713500977,2258146600
2000-05-01,22.207389747703466,22.55021394621004,18.398231986519338,19.064834594726562,1344430800
2000-06-01,19.617152482271194,25.04519952833653,19.445740470290186,24.378597259521484,1467050200
2000-07-01,24.283364380483874,25.25469895570323,20.49325495952992,21.274131774902344,1234185800
2000-08-01,21.312223326871727,22.816839629662493,20.759895823315624,21.274131774902344,1219399800
2000-09-01,21.331281750931026,21.959792731092385,17.864948466404734,18.37918472290039,1425533800
2000-10-01,18.43632301012098,21.36937439809477,14.76048588103694,20.98845863342285,2469415600
2000-11-01,20.874172501574414,22.055010727028442,17.36974938087214,17.484024047851562,1983462600
2000-12-01,17.693531177916512,18.474408226672786,12.284529181653554,13.217772483825684,2056668200
2001-01-01,13.446315160183238,19.731419980098917,13.065399716551985,18.60771942138672,2005531200
2001-02-01,18.531543220503856,19.826656210220467,16.417461722584093,17.979215621948242,1536895600
2001-03-01,17.84589245605469,18.626769287109376,15.160437988281249,16.665054321289062,1895349800
2001-04-01,16.70314796032501,21.666477436572443,15.560401235559329,20.6456241607666,2075807000
2001-05-01,20.618188765872414,21.98643615728377,20.493247405504082,21.08138084411621,1777305800
2001-06-01,21.209388288827565,23.20538772939352,20.115399381426908,22.245479583740234,1449177800
2001-07-01,21.95597471454573,22.291179956195645,19.563823039076592,20.170242309570312,1455201000
2001-08-01,20.356122870563738,20.58162416922649,17.156431882110393,17.384981155395508,1153896400
2001-09-01,17.4276492543383,18.0035945896391,14.474792087063665,15.593159675598145,1510824400
2001-10-01,15.523078521013206,19.39013603260319,15.361570611926753,17.72020149230957,1750891000
2001-11-01,18.308329162104457,20.825417938725625,18.162056539104753,19.56687355041504,1330968600
2001-12-01,19.451072295882984,21.29775014710832,19.441929532165247,20.18852424621582,977089000
2002-01-01,20.310411211665404,21.52019899046967,18.68923523305931,19.41449737548828,1360115800
2002-02-01,19.548587408663636,19.655243302685633,17.415460228527213,17.778091430664062,1131159200
2002-03-01,17.99445062284164,19.80760890087575,17.76894926479502,18.378414154052734,1073244200
2002-04-01,18.232149002886924,18.405846463184194,15.675441934946774,15.925322532653809,1417479400
2002-05-01,15.894849824445446,17.199104771622345,14.733818385861262,15.513934135437012,1420266200
2002-06-01,15.538309874291535,17.199100982511727,14.983695683816121,16.668867111206055,1834073000
2002-07-01,16.492123570440715,16.73895732883297,12.618973540538978,14.621066093444824,2432188000
2002-08-01,14.499172436435718,16.287951827771106,13.347282833423476,14.956271171569824,1715757200
2002-09-01,14.785620438114558,15.571829651656424,13.137017726667265,13.328999519348145,1695705800
2002-10-01,13.505745270437284,16.47688735738413,13.16139719538374,16.294048309326172,2475370600
2002-11-01,15.977127129954713,17.869515920189517,15.81561925609893,17.57697296142578,1555997200
2002-12-01,17.87255904124686,17.967025358799546,15.620585210924052,15.754668235778809,1268370200
2003-01-01,15.93751095600036,17.46726838356915,14.33157039655541,14.462605476379395,1718662200
2003-02-01,14.605823706833382,15.230524880732936,14.017690094647946,14.444315910339355,1346970800
2003-03-01,14.686424309897651,16.3861845461867,13.787629087088417,14.802594184875488,1371902600
2003-04-01,14.955445903774352,16.159953172349756,14.643620368443594,15.634127616882324,1249617700
2003-05-01,15.615773350614798,16.20273997483323,14.606922570165969,15.047148704528809,1311003700
2003-06-01,15.273390180422739,16.20887048032988,14.429624527208587,15.67693042755127,1569995800
2003-07-01,15.646354300722207,17.003716379541565,15.524068924453893,16.147722244262695,1292011000
2003-08-01,16.098810075648146,16.47789385029618,15.548528155068661,16.214981079101562,966506900
2003-09-01,16.325040037104277,18.342741090589044,16.184411469097707,16.99760627746582,1253309100
2003-10-01,17.138235714057,18.012572104079347,15.842014764833442,15.98264217376709,1400032500
2003-11-01,16.201428427729223,16.44737017713787,15.272997297561654,15.807920455932617,1442336700
2003-12-01,15.924741505088566,16.9392518446868,15.67879978226818,16.82857894897461,1476461300
2004-01-01,16.957688974963986,17.726257186615257,16.760935700419985,17.000728607177734,1232189000
2004-02-01,16.976140657350918,17.09296221984324,16.201423502662667,16.312097549438477,1032065600
2004-03-01,16.373588587317414,16.42892563266892,14.762669099452989,15.328335762023926,1703041000
2004-04-01,15.340630485422311,17.04377769615074,15.27914475982638,16.066158294677734,1558947800
2004-05-01,16.10304238151555,16.355132674935227,15.629604055730463,16.127635955810547,1141456900
